100	255 	255 	253 
100	254 	255 	252 
100	253 	255 	251 
99.99	252 	254 	250 
99.99	251 	253 	249 
99.98	250 	252 	248 
99.98	249 	251 	247 
99.98	248 	250 	246 
99.97	247 	249 	245 
99.97	246 	248 	244 
99.97	245 	247 	243 
99.96	244 	246 	242 
99.96	243 	245 	241 
99.95	242 	244 	240 
99.95	242 	242 	240 
99.95	241 	241 	239 
99.94	240 	240 	238 
99.94	239 	239 	237 
99.93	238 	238 	236 
99.93	237 	237 	235 
99.93	236 	236 	234 
99.92	233 	235 	233 
99.92	232 	234 	232 
99.91	231 	233 	231 
99.91	230 	232 	230 
99.91	229 	231 	229 
99.9	228 	230 	228 
99.9	227 	229 	227 
99.9	226 	228 	226 
99.89	225 	227 	225 
99.89	224 	226 	224 
99.88	223 	225 	223 
99.88	222 	224 	222 
99.88	221 	223 	221 
99.87	220 	222 	220 
99.87	219 	221 	219 
99.86	219 	219 	219 
99.86	218 	218 	218 
99.86	217 	217 	217 
99.85	216 	216 	216 
99.85	215 	215 	215 
99.85	214 	214 	214 
99.84	213 	213 	213 
99.84	212 	212 	212 
99.83	211 	211 	211 
99.83	210 	210 	210 
99.83	209 	209 	209 
99.82	208 	208 	208 
99.82	207 	207 	207 
99.81	206 	206 	206 
99.81	205 	205 	205 
99.81	204 	204 	204 
99.8	202 	203 	203 
99.8	201 	202 	202 
99.8	200 	201 	201 
99.79	199 	200 	200 
99.79	198 	199 	199 
99.78	197 	198 	198 
99.78	196 	197 	197 
99.78	195 	196 	196 
99.77	194 	195 	195 
99.77	193 	194 	194 
99.76	192 	193 	193 
99.76	191 	191 	193 
99.76	190 	190 	192 
99.75	189 	189 	191 
99.75	188 	188 	190 
99.74	187 	187 	189 
99.74	186 	186 	188 
99.74	185 	185 	187 
99.73	184 	184 	186 
99.73	183 	183 	185 
99.73	182 	182 	184 
99.72	181 	181 	183 
99.72	180 	180 	182 
99.71	179 	179 	181 
99.71	178 	178 	180 
99.71	177 	177 	179 
99.7	176 	176 	178 
99.7	175 	175 	177 
99.69	173 	174 	176 
99.69	172 	173 	175 
99.69	172 	172 	174 
99.68	171 	171 	173 
99.68	170 	170 	172 
99.68	169 	169 	171 
99.67	168 	168 	170 
99.67	167 	166 	169 
99.66	166 	165 	168 
99.66	165 	164 	167 
99.66	164 	164 	166 
99.65	163 	163 	165 
99.65	162 	162 	164 
99.64	161 	160 	164 
99.64	160 	159 	163 
99.64	159 	158 	162 
99.63	158 	157 	161 
99.63	157 	156 	160 
99.63	156 	155 	159 
99.62	155 	154 	158 
99.62	154 	153 	157 
99.61	153 	152 	156 
99.61	152 	151 	155 
99.61	151 	150 	154 
99.6	150 	149 	153 
99.6	149 	148 	152 
99.59	148 	147 	151 
99.59	147 	146 	150 
99.59	146 	145 	149 
99.58	145 	144 	148 
99.58	144 	143 	147 
99.57	143 	142 	146 
99.57	142 	141 	145 
99.57	141 	140 	144 
99.56	140 	139 	143 
99.56	139 	138 	142 
99.56	138 	137 	141 
99.55	137 	136 	140 
99.55	136 	135 	139 
99.54	135 	134 	138 
99.54	134 	133 	137 
99.54	133 	132 	136 
99.53	132 	131 	135 
99.53	131 	130 	134 
99.52	130 	129 	133 
99.52	129 	128 	132 
99.52	128 	127 	131 
99.51	127 	126 	130 
99.51	126 	125 	129 
99.51	125 	124 	128 
99.5	124 	123 	127 
99.5	123 	122 	126 
99.49	122 	121 	125 
99.49	122 	120 	124 
99.49	120 	119 	123 
99.48	119 	118 	122 
99.48	119 	117 	121 
99.47	118 	116 	120 
99.47	117 	115 	119 
99.47	116 	114 	118 
99.46	115 	113 	117 
99.46	114 	112 	116 
99.45	113 	111 	115 
99.45	112 	110 	114 
99.45	110 	109 	113 
99.44	109 	108 	112 
99.44	108 	107 	111 
99.44	107 	106 	110 
99.43	106 	105 	109 
99.43	106 	104 	108 
99.42	105 	103 	107 
99.42	104 	102 	106 
99.42	103 	101 	105 
99.41	102 	100 	104 
99.41	101 	99 	103 
99.4	100 	98 	102 
99.4	99 	97 	101 
99.4	98 	96 	100 
99.39	97 	95 	99 
99.39	96 	94 	98 
99.39	95 	93 	97 
99.38	94 	92 	96 
99.38	93 	91 	95 
99.37	92 	90 	94 
99.37	91 	89 	93 
99.37	90 	88 	92 
99.36	89 	87 	90 
99.36	88 	86 	89 
99.35	87 	85 	88 
99.35	86 	84 	87 
99.35	85 	83 	86 
99.34	84 	82 	85 
99.34	83 	81 	84 
99.34	82 	80 	83 
99.33	81 	79 	82 
99.33	80 	78 	81 
99.32	79 	77 	80 
99.32	78 	76 	79 
99.32	77 	75 	78 
99.31	76 	74 	77 
99.31	75 	73 	76 
99.3	74 	72 	75 
99.3	73 	71 	74 
99.3	72 	70 	73 
99.29	71 	69 	72 
99.29	70 	69 	71 
99.28	69 	68 	70 
99.28	68 	67 	69 
99.28	67 	66 	68 
99.27	66 	65 	67 
99.27	65 	64 	66 
99.27	64 	63 	65 
99.26	63 	62 	64 
99.26	62 	61 	63 
99.25	61 	60 	62 
99.25	60 	59 	61 
99.25	60 	58 	60 
99.24	58 	57 	59 
99.24	57 	56 	58 
99.23	56 	55 	57 
99.23	55 	54 	56 
99.23	54 	53 	55 
99.22	53 	52 	54 
99.22	52 	51 	53 
99.22	51 	50 	52 
99.21	50 	49 	51 
99.21	49 	48 	50 
99.2	48 	47 	48 
99.2	47 	46 	47 
99.2	46 	45 	46 
99.19	45 	44 	45 
99.19	44 	43 	44 
99.18	44 	42 	43 
99.18	43 	42 	42 
99.18	42 	41 	41 
99.17	41 	40 	40 
99.17	39 	39 	39 
99.17	38 	38 	38 
99.16	37 	37 	37 
99.16	36 	36 	36 
99.15	35 	35 	35 
99.15	34 	34 	34 
99.15	33 	33 	33 
99.14	32 	32 	32 
99.14	31 	31 	31 
99.13	30 	30 	30 
99.13	29 	29 	29 
99.13	28 	28 	28 
99.12	27 	27 	27 
99.12	26 	26 	26 
99.11	25 	25 	25 
99.11	24 	24 	24 
99.11	23 	23 	23 
99.1	22 	22 	22 
99.1	21 	21 	21 
99.1	20 	20 	20 
99.09	19 	19 	19 
99.09	18 	18 	18 
99.08	17 	17 	17 
99.08	16 	16 	16 
99.08	15 	15 	15 
99.07	14 	14 	14 
99.07	13 	13 	13 
99.06	12 	12 	12 
99.06	11 	11 	11 
99.06	10 	10 	10 
99.05	9 	9 	9 
99.05	8 	8 	8 
99.05	7 	7 	7 
99.04	6 	6 	6 
99.04	5 	5 	5 
99.03	4 	4 	4 
99.03	3 	3 	3 
99.03	2 	2 	2 
99.02	1 	1 	1 
99.02	0 	0 	0 
