25.45	255 	255 	242 
25.45	255 	255 	241 
25.44	255 	255 	240 
25.44	255 	255 	239 
25.44	255 	255 	238 
25.43	255 	255 	237 
25.43	255 	255 	237 
25.42	255 	255 	236 
25.42	255 	255 	235 
25.42	255 	255 	234 
25.41	255 	249 	238 
25.41	255 	248 	237 
25.41	255 	247 	236 
25.4	251 	255 	230 
25.4	250 	255 	229 
25.39	249 	255 	229 
25.39	248 	254 	228 
25.39	246 	253 	227 
25.38	245 	252 	226 
25.38	244 	251 	225 
25.37	243 	249 	224 
25.37	242 	248 	224 
25.37	241 	247 	223 
25.36	240 	246 	222 
25.36	239 	244 	221 
25.36	238 	243 	220 
25.35	237 	242 	219 
25.35	236 	241 	218 
25.34	235 	240 	217 
25.34	234 	239 	216 
25.34	233 	238 	215 
25.33	232 	237 	214 
25.33	231 	236 	213 
25.32	230 	234 	212 
25.32	229 	233 	211 
25.32	228 	232 	210 
25.31	227 	232 	209 
25.31	226 	231 	208 
25.31	225 	230 	207 
25.3	224 	228 	207 
25.3	223 	227 	206 
25.29	220 	226 	205 
25.29	219 	225 	204 
25.29	218 	224 	203 
25.28	217 	223 	202 
25.28	216 	222 	201 
25.27	215 	220 	200 
25.27	214 	219 	200 
25.27	213 	218 	199 
25.26	212 	217 	198 
25.26	211 	216 	197 
25.25	210 	214 	196 
25.25	209 	213 	195 
25.25	208 	212 	194 
25.24	206 	211 	193 
25.24	205 	210 	193 
25.24	204 	209 	192 
25.23	203 	207 	191 
25.23	202 	206 	190 
25.22	201 	205 	189 
25.22	200 	204 	188 
25.22	199 	203 	187 
25.21	198 	202 	186 
25.21	197 	201 	185 
25.2	196 	200 	184 
25.2	195 	199 	183 
25.2	194 	198 	182 
25.19	193 	197 	181 
25.19	192 	196 	180 
25.19	191 	194 	179 
25.18	190 	193 	178 
25.18	189 	192 	177 
25.17	188 	191 	176 
25.17	187 	190 	175 
25.17	186 	189 	174 
25.16	185 	188 	174 
25.16	184 	187 	173 
25.15	183 	186 	172 
25.15	182 	185 	171 
25.15	180 	183 	170 
25.14	179 	182 	169 
25.14	178 	181 	168 
25.13	177 	180 	167 
25.13	176 	179 	167 
25.13	175 	178 	166 
25.12	174 	176 	165 
25.12	173 	175 	164 
25.12	172 	174 	163 
25.11	171 	173 	162 
25.11	170 	172 	161 
25.1	169 	171 	160 
25.1	168 	170 	159 
25.1	167 	169 	158 
25.09	166 	168 	157 
25.09	165 	166 	156 
25.08	164 	165 	155 
25.08	163 	164 	154 
25.08	162 	163 	153 
25.07	161 	162 	152 
25.07	159 	161 	152 
25.07	158 	160 	151 
25.06	157 	159 	150 
25.06	156 	158 	149 
25.05	155 	157 	148 
25.05	154 	156 	147 
25.05	153 	155 	146 
25.04	152 	153 	145 
25.04	151 	152 	144 
25.03	150 	151 	143 
25.03	149 	150 	142 
25.03	148 	149 	141 
25.02	147 	148 	140 
25.02	146 	147 	140 
25.02	145 	146 	139 
25.01	144 	145 	138 
25.01	142 	143 	137 
25	141 	142 	136 
25	140 	141 	135 
25	139 	140 	134 
24.99	138 	139 	133 
24.99	137 	138 	132 
24.98	136 	137 	131 
24.98	135 	136 	130 
24.98	134 	135 	129 
24.97	133 	134 	128 
