0,255,0.99
0,254,0.99
0,253,0.98
0,252,0.98
0,251,0.97
0,250,0.97
0,249,0.97
0,248,0.96
0,247,0.96
0,246,0.95
0,245,0.95
0,244,0.95
0,243,0.94
0,242,0.94
0,241,0.94
0,240,0.93
0,239,0.93
0,238,0.92
0,237,0.92
0,236,0.92
0,235,0.91
0,234,0.91
0,233,0.90
0,232,0.90
0,231,0.90
0,230,0.89
0,229,0.89
0,228,0.89
0,227,0.88
0,226,0.88
0,225,0.87
0,224,0.87
0,223,0.87
0,222,0.86
0,221,0.86
0,220,0.85
0,219,0.85
0,218,0.85
0,217,0.84
0,216,0.84
0,215,0.83
0,214,0.83
0,213,0.83
0,212,0.82
0,211,0.82
0,210,0.82
0,209,0.81
0,208,0.81
0,207,0.80
0,206,0.80
0,205,0.80
0,204,0.79
0,203,0.79
0,202,0.78
0,201,0.78
0,200,0.78
0,199,0.77
0,198,0.77
0,197,0.77
0,196,0.76
0,195,0.76
0,194,0.75
0,193,0.75
0,192,0.75
0,191,0.74
0,190,0.74
0,189,0.73
0,188,0.73
0,187,0.73
0,186,0.72
0,185,0.72
0,184,0.72
0,183,0.71
0,182,0.71
0,181,0.70
0,180,0.70
0,179,0.70
0,178,0.69
0,177,0.69
0,176,0.68
0,175,0.68
0,174,0.68
0,173,0.67
0,172,0.67
0,171,0.66
0,170,0.66
0,169,0.66
0,168,0.65
0,167,0.65
0,166,0.65
0,165,0.64
0,164,0.64
0,163,0.63
0,162,0.63
0,161,0.63
0,160,0.62
0,159,0.62
0,158,0.61
0,157,0.61
0,156,0.61
0,155,0.60
0,154,0.60
0,153,0.60
0,152,0.59
0,151,0.59
0,150,0.58
0,149,0.58
0,148,0.58
0,147,0.57
0,146,0.57
0,145,0.56
0,144,0.56
0,143,0.56
0,142,0.55
0,141,0.55
0,140,0.55
0,139,0.54
0,138,0.54
0,137,0.53
0,136,0.53
0,135,0.53
0,134,0.52
0,133,0.52
0,132,0.51
0,131,0.51
0,130,0.51
0,129,0.50
0,128,0.50
0,127,0.49
0,126,0.49
0,125,0.49
0,124,0.48
0,123,0.48
0,122,0.48
0,121,0.47
0,120,0.47
0,119,0.46
0,118,0.46
0,117,0.46
0,116,0.45
0,115,0.45
0,114,0.44
0,113,0.44
0,112,0.44
0,111,0.43
0,110,0.43
0,109,0.43
0,108,0.42
0,107,0.42
0,106,0.41
0,105,0.41
0,104,0.41
0,103,0.40
0,102,0.40
0,101,0.39
0,100,0.39
0,99,0.39
0,98,0.38
0,97,0.38
0,96,0.37
0,95,0.37
0,94,0.37
0,93,0.36
0,92,0.36
0,91,0.36
0,90,0.35
0,89,0.35
0,88,0.34
0,87,0.34
0,86,0.34
0,85,0.33
0,84,0.33
0,83,0.32
0,82,0.32
0,81,0.32
0,80,0.31
0,79,0.31
0,78,0.31
0,77,0.30
0,76,0.30
0,75,0.29
0,74,0.29
0,73,0.29
0,72,0.28
0,71,0.28
0,70,0.27
0,69,0.27
0,68,0.27
0,67,0.26
0,66,0.26
0,65,0.26
0,64,0.25
0,63,0.25
0,62,0.24
0,61,0.24
0,60,0.24
0,59,0.23
0,58,0.23
0,57,0.22
0,56,0.22
0,55,0.22
0,54,0.21
0,53,0.21
0,52,0.20
0,51,0.20
0,50,0.20
0,49,0.19
0,48,0.19
0,47,0.19
0,46,0.18
0,45,0.18
0,44,0.17
0,43,0.17
0,42,0.17
0,41,0.16
0,40,0.16
0,39,0.15
0,38,0.15
0,37,0.15
0,36,0.14
0,35,0.14
0,34,0.14
0,33,0.13
0,32,0.13
0,31,0.12
0,30,0.12
0,29,0.12
0,28,0.11
0,27,0.11
0,26,0.10
0,25,0.10
0,24,0.10
0,23,0.09
0,22,0.09
0,21,0.09
0,20,0.08
0,19,0.08
0,18,0.07
0,17,0.07
0,16,0.07
0,15,0.06
0,14,0.06
0,13,0.05
0,12,0.05
0,11,0.05
0,10,0.04
0,9,0.04
0,8,0.03
0,7,0.03
0,6,0.03
0,5,0.02
0,4,0.02
0,3,0.02
0,2,0.01
0,1,0.01
0,0,0.00
0,255,0.99
0,254,0.99
0,253,0.98
0,252,0.98
0,251,0.97
0,250,0.97
0,249,0.97
0,248,0.96
0,247,0.96
0,246,0.95
0,245,0.95
0,244,0.95
0,243,0.94
0,242,0.94
0,241,0.94
0,240,0.93
0,239,0.93
0,238,0.92
0,237,0.92
0,236,0.92
0,235,0.91
0,234,0.91
0,233,0.90
0,232,0.90
0,231,0.90
0,230,0.89
0,229,0.89
0,228,0.89
0,227,0.88
0,226,0.88
0,225,0.87
0,224,0.87
0,223,0.87
0,222,0.86
0,221,0.86
0,220,0.85
0,219,0.85
0,218,0.85
0,217,0.84
0,216,0.84
0,215,0.83
0,214,0.83
0,213,0.83
0,212,0.82
0,211,0.82
0,210,0.82
0,209,0.81
0,208,0.81
0,207,0.80
0,206,0.80
0,205,0.80
0,204,0.79
0,203,0.79
0,202,0.78
0,201,0.78
0,200,0.78
0,199,0.77
0,198,0.77
0,197,0.77
0,196,0.76
0,195,0.76
0,194,0.75
0,193,0.75
0,192,0.75
0,191,0.74
0,190,0.74
0,189,0.73
0,188,0.73
0,187,0.73
0,186,0.72
0,185,0.72
0,184,0.72
0,183,0.71
0,182,0.71
0,181,0.70
0,180,0.70
0,179,0.70
0,178,0.69
0,177,0.69
0,176,0.68
0,175,0.68
0,174,0.68
0,173,0.67
0,172,0.67
0,171,0.66
0,170,0.66
0,169,0.66
0,168,0.65
0,167,0.65
0,166,0.65
0,165,0.64
0,164,0.64
0,163,0.63
0,162,0.63
0,161,0.63
0,160,0.62
0,159,0.62
0,158,0.61
0,157,0.61
0,156,0.61
0,155,0.60
0,154,0.60
0,153,0.60
0,152,0.59
0,151,0.59
0,150,0.58
0,149,0.58
0,148,0.58
0,147,0.57
0,146,0.57
0,145,0.56
0,144,0.56
0,143,0.56
0,142,0.55
0,141,0.55
0,140,0.55
0,139,0.54
0,138,0.54
0,137,0.53
0,136,0.53
0,135,0.53
0,134,0.52
0,133,0.52
0,132,0.51
0,131,0.51
0,130,0.51
0,129,0.50
0,128,0.50
0,127,0.49
0,126,0.49
0,125,0.49
0,124,0.48
0,123,0.48
0,122,0.48
0,121,0.47
0,120,0.47
0,119,0.46
0,118,0.46
0,117,0.46
0,116,0.45
0,115,0.45
0,114,0.44
0,113,0.44
0,112,0.44
0,111,0.43
0,110,0.43
0,109,0.43
0,108,0.42
0,107,0.42
0,106,0.41
0,105,0.41
0,104,0.41
0,103,0.40
0,102,0.40
0,101,0.39
0,100,0.39
0,99,0.39
0,98,0.38
0,97,0.38
0,96,0.37
0,95,0.37
0,94,0.37
0,93,0.36
0,92,0.36
0,91,0.36
0,90,0.35
0,89,0.35
0,88,0.34
0,87,0.34
0,86,0.34
0,85,0.33
0,84,0.33
0,83,0.32
0,82,0.32
0,81,0.32
0,80,0.31
0,79,0.31
0,78,0.31
0,77,0.30
0,76,0.30
0,75,0.29
0,74,0.29
0,73,0.29
0,72,0.28
0,71,0.28
0,70,0.27
0,69,0.27
0,68,0.27
0,67,0.26
0,66,0.26
0,65,0.26
0,64,0.25
0,63,0.25
0,62,0.24
0,61,0.24
0,60,0.24
0,59,0.23
0,58,0.23
0,57,0.22
0,56,0.22
0,55,0.22
0,54,0.21
0,53,0.21
0,52,0.20
0,51,0.20
0,50,0.20
0,49,0.19
0,48,0.19
0,47,0.19
0,46,0.18
0,45,0.18
0,44,0.17
0,43,0.17
0,42,0.17
0,41,0.16
