50.3	255 	255 	245 
50.3	255 	255 	245 
50.29	255 	255 	244 
50.29	255 	255 	243 
50.29	255 	255 	242 
50.28	255 	255 	241 
50.28	255 	255 	240 
50.28	255 	255 	239 
50.27	254 	255 	238 
50.27	253 	255 	237 
50.26	252 	255 	236 
50.26	251 	254 	235 
50.26	250 	253 	234 
50.25	249 	252 	234 
50.25	248 	251 	233 
50.24	247 	250 	232 
50.24	245 	248 	231 
50.24	244 	247 	230 
50.23	243 	246 	229 
50.23	242 	245 	228 
50.23	241 	244 	228 
50.22	240 	243 	227 
50.22	239 	241 	226 
50.21	238 	240 	225 
50.21	237 	239 	224 
50.21	236 	238 	223 
50.2	235 	237 	222 
50.2	234 	236 	221 
50.19	233 	235 	220 
50.19	232 	234 	219 
50.19	231 	233 	218 
50.18	230 	232 	217 
50.18	228 	231 	216 
50.18	227 	230 	215 
50.17	226 	229 	214 
50.17	225 	228 	213 
50.16	224 	227 	212 
50.16	224 	225 	212 
50.16	223 	224 	211 
50.15	221 	223 	210 
50.15	220 	222 	209 
50.14	218 	222 	208 
50.14	217 	220 	207 
50.14	216 	219 	206 
50.13	215 	218 	205 
50.13	214 	217 	204 
50.12	213 	216 	203 
50.12	212 	214 	203 
50.12	211 	213 	202 
50.11	211 	212 	201 
50.11	209 	211 	200 
50.11	208 	210 	199 
50.1	207 	209 	198 
50.1	207 	207 	197 
50.09	206 	206 	196 
50.09	205 	205 	195 
50.09	204 	204 	194 
50.08	202 	203 	193 
50.08	201 	202 	192 
50.07	199 	201 	192 
50.07	198 	200 	191 
50.07	197 	199 	190 
50.06	196 	198 	189 
50.06	195 	197 	188 
50.06	194 	196 	187 
50.05	193 	195 	186 
50.05	192 	194 	185 
50.04	191 	193 	184 
50.04	190 	192 	183 
50.04	189 	190 	182 
50.03	188 	189 	181 
50.03	187 	188 	180 
50.02	186 	187 	179 
50.02	185 	186 	178 
50.02	184 	185 	177 
50.01	183 	184 	176 
50.01	182 	183 	175 
50	181 	182 	174 
50	180 	181 	173 
50	179 	179 	173 
49.99	178 	178 	172 
49.99	177 	177 	171 
49.99	175 	176 	170 
49.98	174 	175 	169 
49.98	174 	174 	168 
49.97	173 	173 	167 
49.97	172 	172 	166 
49.97	171 	171 	165 
49.96	169 	170 	164 
49.96	168 	169 	163 
49.95	167 	168 	162 
49.95	166 	167 	161 
49.95	165 	166 	160 
49.94	164 	165 	159 
49.94	163 	164 	158 
49.94	162 	163 	157 
49.93	161 	162 	156 
49.93	160 	160 	155 
49.92	159 	159 	155 
49.92	158 	158 	154 
49.92	157 	157 	153 
49.91	156 	156 	152 
49.91	155 	155 	151 
49.9	154 	154 	150 
49.9	153 	153 	149 
49.9	152 	152 	148 
49.89	151 	151 	147 
49.89	150 	150 	146 
49.89	149 	148 	145 
49.88	148 	147 	144 
49.88	147 	146 	143 
49.87	146 	145 	142 
49.87	145 	144 	142 
49.87	144 	143 	141 
49.86	143 	142 	140 
49.86	142 	141 	139 
49.85	141 	140 	138 
49.85	140 	139 	137 
49.85	139 	138 	136 
49.84	138 	137 	135 
49.84	136 	136 	134 
49.83	135 	135 	133 
49.83	134 	134 	132 
49.83	133 	133 	131 
49.82	132 	132 	130 
49.82	131 	131 	129 
49.82	130 	130 	128 
49.81	129 	129 	127 
49.81	128 	127 	126 
49.8	127 	126 	125 
49.8	126 	125 	124 
49.8	125 	124 	124 
49.79	123 	123 	123 
49.79	122 	122 	122 
49.78	121 	121 	121 
49.78	120 	120 	120 
49.78	119 	119 	119 
49.77	119 	118 	118 
49.77	118 	117 	117 
49.77	117 	116 	116 
49.76	116 	115 	115 
49.76	115 	114 	114 
49.75	114 	113 	113 
49.75	113 	112 	112 
49.75	112 	111 	111 
49.74	111 	110 	110 
49.74	110 	109 	109 
49.73	109 	108 	108 
49.73	108 	107 	107 
49.73	107 	106 	106 
49.72	106 	105 	105 
49.72	105 	104 	104 
49.72	104 	102 	103 
49.71	103 	101 	102 
49.71	102 	100 	101 
49.7	101 	99 	100 
49.7	100 	98 	99 
49.7	99 	97 	98 
49.69	98 	96 	97 
49.69	97 	95 	96 
49.68	96 	94 	95 
49.68	95 	93 	94 
49.68	94 	92 	93 
49.67	93 	91 	92 
49.67	92 	90 	91 
49.66	91 	89 	90 
49.66	90 	88 	89 
49.66	89 	87 	88 
49.65	88 	86 	87 
49.65	87 	85 	86 
49.65	86 	84 	85 
49.64	85 	83 	84 
49.64	84 	82 	83 
49.63	83 	81 	82 
49.63	82 	80 	81 
49.63	81 	79 	80 
49.62	80 	78 	79 
49.62	79 	77 	78 
49.61	77 	76 	78 
49.61	76 	75 	77 
49.61	75 	74 	76 
49.6	74 	73 	75 
49.6	73 	72 	74 
49.6	72 	71 	73 
49.59	71 	70 	72 
49.59	70 	69 	71 
49.58	69 	68 	70 
49.58	68 	67 	69 
49.58	67 	66 	68 
49.57	66 	65 	67 
49.57	65 	64 	66 
49.56	64 	63 	65 
49.56	63 	62 	64 
49.56	62 	61 	63 
49.55	61 	60 	62 
49.55	60 	59 	61 
49.54	59 	58 	60 
49.54	58 	57 	59 
49.54	57 	56 	58 
49.53	56 	55 	57 
49.53	55 	54 	56 
49.53	54 	53 	55 
49.52	53 	52 	54 
49.52	52 	51 	53 
49.51	51 	50 	52 
49.51	50 	49 	51 
49.51	49 	48 	50 
49.5	48 	47 	49 
49.5	47 	46 	48 
49.49	46 	45 	47 
49.49	45 	44 	46 
49.49	44 	43 	45 
49.48	43 	42 	43 
49.48	43 	41 	42 
49.48	41 	40 	41 
49.47	40 	39 	40 
49.47	39 	38 	39 
49.46	38 	37 	38 
49.46	37 	36 	37 
49.46	36 	35 	36 
49.45	35 	34 	35 
49.45	34 	33 	34 
49.44	33 	32 	33 
49.44	32 	31 	32 
49.44	31 	30 	31 
49.43	30 	29 	30 
49.43	29 	28 	29 
49.43	28 	28 	28 
49.42	28 	27 	27 
49.42	26 	26 	26 
49.41	25 	25 	25 
49.41	24 	24 	24 
49.41	23 	23 	23 
49.4	22 	22 	22 
49.4	21 	21 	21 
49.39	20 	20 	20 
49.39	19 	19 	19 
49.39	18 	18 	18 
49.38	17 	17 	17 
49.38	16 	16 	16 
49.37	15 	15 	15 
49.37	14 	14 	14 
49.37	13 	13 	13 
49.36	12 	12 	12 
49.36	11 	11 	11 
49.36	10 	10 	10 
49.35	9 	9 	9 
49.35	8 	8 	8 
49.34	7 	7 	7 
49.34	6 	6 	6 
49.34	5	5 	4 
49.33	4	4 	4 
49.33	3	3 	3 
49.32	2	2 	2 
49.32	1	1 	1 
49.32	0 	0 	0 
