87.57	255 	255 	251 
87.57	255 	255 	250 
87.57	255 	255 	249 
87.57	254 	255 	248 
87.56	253 	255 	247 
87.56	252 	254 	246 
87.56	251 	253 	245 
87.55	250 	252 	244 
87.55	249 	251 	244 
87.54	248 	250 	243 
87.54	247 	249 	242 
87.54	246 	248 	241 
87.53	245 	247 	240 
87.53	244 	246 	239 
87.52	244 	244 	238 
87.52	243 	243 	237 
87.52	242 	242 	236 
87.51	241 	241 	235 
87.51	238 	240 	235 
87.51	237 	239 	234 
87.5	236 	238 	233 
87.5	235 	237 	232 
87.49	234 	236 	231 
87.49	233 	235 	230 
87.49	232 	234 	229 
87.48	231 	233 	228 
87.48	230 	232 	227 
87.47	229 	230 	226 
87.47	228 	229 	225 
87.47	227 	228 	224 
87.46	226 	227 	223 
87.46	225 	226 	222 
87.45	224 	225 	221 
87.45	223 	224 	220 
87.45	222 	223 	219 
87.44	221 	222 	218 
87.44	220 	221 	217 
87.44	220 	219 	216 
87.43	219 	218 	215 
87.43	218 	217 	214 
87.42	217 	216 	213 
87.42	214 	216 	213 
87.42	213 	215 	212 
87.41	213 	213 	211 
87.41	212 	212 	210 
87.4	211 	211 	209 
87.4	210 	210 	208 
87.4	209 	209 	207 
87.39	208 	208 	206 
87.39	207 	207 	205 
87.39	206 	206 	204 
87.38	205 	205 	203 
87.38	204 	204 	202 
87.37	202 	203 	201 
87.37	201 	202 	200 
87.37	200 	201 	199 
87.36	199 	200 	198 
87.36	198 	199 	197 
87.35	197 	198 	196 
87.35	197 	197 	195 
87.35	196 	196 	194 
87.34	195 	195 	193 
87.34	194 	194 	192 
87.34	193 	193 	191 
87.33	192 	191 	191 
87.33	191 	190 	190 
87.32	190 	189 	189 
87.32	188 	188 	188 
87.32	187 	187 	187 
87.31	186 	186 	186 
87.31	185 	185 	185 
87.3	184 	184 	184 
87.3	183 	183 	183 
87.3	182 	182 	182 
87.29	181 	181 	181 
87.29	180 	180 	180 
87.28	179 	179 	179 
87.28	178 	178 	178 
87.28	177 	177 	177 
87.27	176 	176 	176 
87.27	175 	175 	175 
87.27	174 	174 	174 
87.26	173 	173 	173 
87.26	172 	172 	172 
87.25	171 	171 	171 
87.25	170 	170 	170 
87.25	169 	169 	169 
87.24	168 	168 	168 
87.24	166 	166 	168 
87.23	165 	165 	167 
87.23	165 	164 	165 
87.23	163 	163 	165 
87.22	163 	162 	163 
87.22	162 	161 	163 
87.22	161 	160 	162 
87.21	159 	159 	161 
87.21	159 	158 	160 
87.2	158 	157 	159 
87.2	157 	156 	158 
87.2	155 	155 	157 
87.19	154 	154 	156 
87.19	153 	153 	155 
87.18	152 	152 	154 
87.18	151 	151 	153 
