0.99 	255 	255 	241 
0.99 	255 	255 	241 
0.98 	255 	255 	240 
0.98 	255 	255 	239 
0.97 	255 	255 	238 
0.97 	255 	255 	237 
0.97 	255 	255 	236 
0.96 	255 	255 	235 
0.96 	255 	255 	234 
0.95 	255 	255 	233 
0.95 	255 	255 	232 
0.95 	255 	255 	232 
0.94 	252 	255 	231 
0.94 	251 	255 	230 
0.94 	250 	255 	229 
0.93 	249 	255 	228 
0.93 	248 	255 	227 
0.92 	247 	254 	226 
0.92 	246 	252 	226 
0.92 	245 	251 	225 
0.91 	244 	250 	224 
0.91 	243 	249 	223 
0.90 	241 	247 	222 
0.90 	240 	246 	221 
0.90 	239 	245 	220 
0.89 	238 	244 	220 
0.89 	237 	242 	219 
0.89 	236 	241 	218 
0.88 	235 	240 	217 
0.88 	234 	239 	216 
0.87 	233 	239 	215 
0.87 	232 	238 	214 
0.87 	231 	237 	213 
0.86 	229 	236 	212 
0.86 	228 	235 	211 
0.85 	227 	234 	210 
0.85 	226 	232 	209 
0.85 	225 	231 	208 
0.84 	224 	230 	207 
0.84 	223 	229 	206 
0.83 	222 	228 	205 
0.83 	221 	227 	204 
0.83 	220 	226 	203 
0.82 	219 	224 	203 
0.82 	218 	223 	202 
0.82 	217 	222 	201 
0.81 	216 	221 	200 
0.81 	216 	219 	199 
0.80 	215 	218 	198 
0.80 	213 	217 	197 
0.80 	213 	215 	196 
0.79 	212 	214 	196 
0.79 	211 	213 	195 
0.78 	210 	212 	194 
0.78 	209 	211 	193 
0.78 	208 	210 	192 
0.77 	207 	209 	191 
0.77 	206 	208 	190 
0.77 	202 	206 	190 
0.76 	201 	205 	189 
0.76 	200 	204 	188 
0.75 	199 	203 	187 
0.75 	198 	202 	186 
0.75 	197 	201 	185 
0.74 	196 	200 	184 
0.74 	195 	199 	183 
0.73 	194 	198 	182 
0.73 	193 	197 	181 
0.73 	192 	196 	180 
0.72 	191 	195 	179 
0.72 	190 	194 	178 
0.72 	189 	193 	177 
0.71 	188 	192 	176 
0.71 	187 	191 	175 
0.70 	186 	189 	174 
0.70 	185 	188 	173 
0.70 	184 	187 	173 
0.69 	183 	186 	172 
0.69 	182 	185 	171 
0.68 	181 	184 	170 
0.68 	180 	183 	169 
0.68 	178 	181 	168 
0.67 	177 	180 	167 
0.67 	176 	179 	167 
0.66 	175 	178 	166 
0.66 	174 	177 	165 
0.66 	173 	175 	164 
0.65 	172 	174 	163 
0.65 	171 	173 	162 
0.65 	170 	172 	161 
0.64 	169 	171 	160 
0.64 	168 	170 	159 
0.63 	167 	169 	158 
0.63 	166 	168 	157 
0.63 	165 	167 	156 
0.62 	164 	166 	155 
0.62 	163 	165 	154 
0.61 	162 	164 	153 
0.61 	161 	163 	152 
0.61 	160 	162 	151 
0.60 	159 	161 	150 
0.60 	157 	159 	150 
0.60 	156 	158 	149 
0.59 	155 	157 	148 
